,Cancer Sites,Age Group Code,Sex,Race,Year,Count,Population,Rate
3959,Male Genital System,45-49,Male,Asian or Pacific Islander,2009.0,29.0,188923.0,15.4
3960,Male Genital System,45-49,Male,Asian or Pacific Islander,2010.0,31.0,191315.0,16.2
3961,Male Genital System,45-49,Male,Asian or Pacific Islander,2011.0,34.0,193721.0,17.6
3962,Male Genital System,50-54,Male,Asian or Pacific Islander,1999.0,49.0,110628.0,44.3
3963,Male Genital System,50-54,Male,Asian or Pacific Islander,2000.0,49.0,119344.0,41.1
3964,Male Genital System,50-54,Male,Asian or Pacific Islander,2001.0,79.0,128279.0,61.6
3965,Male Genital System,50-54,Male,Asian or Pacific Islander,2002.0,56.0,134699.0,41.6
3966,Male Genital System,50-54,Male,Asian or Pacific Islander,2003.0,56.0,140759.0,39.8
3967,Male Genital System,50-54,Male,Asian or Pacific Islander,2004.0,76.0,146350.0,51.9
3968,Male Genital System,50-54,Male,Asian or Pacific Islander,2005.0,65.0,151481.0,42.9
3969,Male Genital System,50-54,Male,Asian or Pacific Islander,2006.0,57.0,157754.0,36.1
3970,Male Genital System,50-54,Male,Asian or Pacific Islander,2007.0,93.0,163279.0,57.0
3971,Male Genital System,50-54,Male,Asian or Pacific Islander,2008.0,97.0,169206.0,57.3
3972,Male Genital System,50-54,Male,Asian or Pacific Islander,2009.0,107.0,173659.0,61.6
3973,Male Genital System,50-54,Male,Asian or Pacific Islander,2010.0,71.0,178993.0,39.7
3974,Male Genital System,50-54,Male,Asian or Pacific Islander,2011.0,66.0,181703.0,36.3
3975,Male Genital System,55-59,Male,Asian or Pacific Islander,1999.0,97.0,77120.0,125.8
3976,Male Genital System,55-59,Male,Asian or Pacific Islander,2000.0,98.0,81663.0,120.0
3977,Male Genital System,55-59,Male,Asian or Pacific Islander,2001.0,114.0,86399.0,131.9
3978,Male Genital System,55-59,Male,Asian or Pacific Islander,2002.0,118.0,94122.0,125.4
3979,Male Genital System,55-59,Male,Asian or Pacific Islander,2003.0,123.0,103324.0,119.0
3980,Male Genital System,55-59,Male,Asian or Pacific Islander,2004.0,129.0,112464.0,114.7
3981,Male Genital System,55-59,Male,Asian or Pacific Islander,2005.0,141.0,123149.0,114.5
3982,Male Genital System,55-59,Male,Asian or Pacific Islander,2006.0,153.0,131515.0,116.3
3983,Male Genital System,55-59,Male,Asian or Pacific Islander,2007.0,172.0,137545.0,125.0
3984,Male Genital System,55-59,Male,Asian or Pacific Islander,2008.0,201.0,143185.0,140.4
3985,Male Genital System,55-59,Male,Asian or Pacific Islander,2009.0,169.0,148550.0,113.8
3986,Male Genital System,55-59,Male,Asian or Pacific Islander,2010.0,178.0,153605.0,115.9
3987,Male Genital System,55-59,Male,Asian or Pacific Islander,2011.0,215.0,160159.0,134.2
3988,Male Genital System,60-64,Male,Asian or Pacific Islander,1999.0,135.0,62817.0,214.9
3989,Male Genital System,60-64,Male,Asian or Pacific Islander,2000.0,140.0,66246.0,211.3
3990,Male Genital System,60-64,Male,Asian or Pacific Islander,2001.0,177.0,69757.0,253.7
3991,Male Genital System,60-64,Male,Asian or Pacific Islander,2002.0,223.0,73361.0,304.0
3992,Male Genital System,60-64,Male,Asian or Pacific Islander,2003.0,205.0,76497.0,268.0
3993,Male Genital System,60-64,Male,Asian or Pacific Islander,2004.0,229.0,80261.0,285.3
3994,Male Genital System,60-64,Male,Asian or Pacific Islander,2005.0,193.0,84109.0,229.5
3995,Male Genital System,60-64,Male,Asian or Pacific Islander,2006.0,215.0,88707.0,242.4
3996,Male Genital System,60-64,Male,Asian or Pacific Islander,2007.0,258.0,96051.0,268.6
3997,Male Genital System,60-64,Male,Asian or Pacific Islander,2008.0,233.0,105192.0,221.5
3998,Male Genital System,60-64,Male,Asian or Pacific Islander,2009.0,291.0,114319.0,254.6
3999,Male Genital System,60-64,Male,Asian or Pacific Islander,2010.0,299.0,124922.0,239.3
4000,Male Genital System,60-64,Male,Asian or Pacific Islander,2011.0,293.0,132681.0,220.8
4001,Male Genital System,65-69,Male,Asian or Pacific Islander,1999.0,230.0,51877.0,443.4
4002,Male Genital System,65-69,Male,Asian or Pacific Islander,2000.0,233.0,53510.0,435.4
4003,Male Genital System,65-69,Male,Asian or Pacific Islander,2001.0,279.0,56109.0,497.2
4004,Male Genital System,65-69,Male,Asian or Pacific Islander,2002.0,313.0,58999.0,530.5
4005,Male Genital System,65-69,Male,Asian or Pacific Islander,2003.0,318.0,61759.0,514.9
4006,Male Genital System,65-69,Male,Asian or Pacific Islander,2004.0,345.0,64747.0,532.8
4007,Male Genital System,65-69,Male,Asian or Pacific Islander,2005.0,299.0,68245.0,438.1
4008,Male Genital System,65-69,Male,Asian or Pacific Islander,2006.0,316.0,71143.0,444.2
4009,Male Genital System,65-69,Male,Asian or Pacific Islander,2007.0,380.0,74339.0,511.2
4010,Male Genital System,65-69,Male,Asian or Pacific Islander,2008.0,338.0,77497.0,436.1
4011,Male Genital System,65-69,Male,Asian or Pacific Islander,2009.0,328.0,81358.0,403.2
4012,Male Genital System,65-69,Male,Asian or Pacific Islander,2010.0,387.0,85188.0,454.3
4013,Male Genital System,65-69,Male,Asian or Pacific Islander,2011.0,372.0,89731.0,414.6
4014,Male Genital System,70-74,Male,Asian or Pacific Islander,1999.0,297.0,42550.0,698.0
4015,Male Genital System,70-74,Male,Asian or Pacific Islander,2000.0,291.0,44474.0,654.3
4016,Male Genital System,70-74,Male,Asian or Pacific Islander,2001.0,312.0,45921.0,679.4
4017,Male Genital System,70-74,Male,Asian or Pacific Islander,2002.0,316.0,47172.0,669.9
4018,Male Genital System,70-74,Male,Asian or Pacific Islander,2003.0,325.0,48911.0,664.5
4019,Male Genital System,70-74,Male,Asian or Pacific Islander,2004.0,306.0,50586.0,604.9
4020,Male Genital System,70-74,Male,Asian or Pacific Islander,2005.0,288.0,52632.0,547.2
4021,Male Genital System,70-74,Male,Asian or Pacific Islander,2006.0,325.0,54808.0,593.0
4022,Male Genital System,70-74,Male,Asian or Pacific Islander,2007.0,359.0,57475.0,624.6
4023,Male Genital System,70-74,Male,Asian or Pacific Islander,2008.0,285.0,59974.0,475.2
4024,Male Genital System,70-74,Male,Asian or Pacific Islander,2009.0,327.0,62965.0,519.3
4025,Male Genital System,70-74,Male,Asian or Pacific Islander,2010.0,301.0,66484.0,452.7
4026,Male Genital System,70-74,Male,Asian or Pacific Islander,2011.0,341.0,69414.0,491.3
4027,Male Genital System,75-79,Male,Asian or Pacific Islander,1999.0,234.0,31823.0,735.3
4028,Male Genital System,75-79,Male,Asian or Pacific Islander,2000.0,242.0,33338.0,725.9
4029,Male Genital System,75-79,Male,Asian or Pacific Islander,2001.0,248.0,34940.0,709.8
4030,Male Genital System,75-79,Male,Asian or Pacific Islander,2002.0,267.0,36367.0,734.2
4031,Male Genital System,75-79,Male,Asian or Pacific Islander,2003.0,250.0,37642.0,664.2
4032,Male Genital System,75-79,Male,Asian or Pacific Islander,2004.0,258.0,38685.0,666.9
4033,Male Genital System,75-79,Male,Asian or Pacific Islander,2005.0,231.0,40127.0,575.7
4034,Male Genital System,75-79,Male,Asian or Pacific Islander,2006.0,239.0,41331.0,578.3
4035,Male Genital System,75-79,Male,Asian or Pacific Islander,2007.0,237.0,42437.0,558.5
4036,Male Genital System,75-79,Male,Asian or Pacific Islander,2008.0,220.0,44081.0,499.1
4037,Male Genital System,75-79,Male,Asian or Pacific Islander,2009.0,237.0,45809.0,517.4
4038,Male Genital System,75-79,Male,Asian or Pacific Islander,2010.0,212.0,47914.0,442.5
4039,Male Genital System,75-79,Male,Asian or Pacific Islander,2011.0,224.0,50128.0,446.9
4040,Male Genital System,80-84,Male,Asian or Pacific Islander,1999.0,102.0,16987.0,600.5
4041,Male Genital System,80-84,Male,Asian or Pacific Islander,2000.0,113.0,18229.0,619.9
4042,Male Genital System,80-84,Male,Asian or Pacific Islander,2001.0,120.0,19806.0,605.9
4043,Male Genital System,80-84,Male,Asian or Pacific Islander,2002.0,150.0,21616.0,693.9
4044,Male Genital System,80-84,Male,Asian or Pacific Islander,2003.0,155.0,23566.0,657.7
4045,Male Genital System,80-84,Male,Asian or Pacific Islander,2004.0,126.0,25318.0,497.7
4046,Male Genital System,80-84,Male,Asian or Pacific Islander,2005.0,127.0,26712.0,475.4
4047,Male Genital System,80-84,Male,Asian or Pacific Islander,2006.0,117.0,27780.0,421.2
4048,Male Genital System,80-84,Male,Asian or Pacific Islander,2007.0,136.0,28828.0,471.8
4049,Male Genital System,80-84,Male,Asian or Pacific Islander,2008.0,125.0,29854.0,418.7
4050,Male Genital System,80-84,Male,Asian or Pacific Islander,2009.0,115.0,30698.0,374.6
4051,Male Genital System,80-84,Male,Asian or Pacific Islander,2010.0,102.0,32267.0,316.1
4052,Male Genital System,80-84,Male,Asian or Pacific Islander,2011.0,104.0,33878.0,307.0
4053,Male Genital System,85+,Male,Asian or Pacific Islander,1999.0,69.0,11320.0,609.5
4054,Male Genital System,85+,Male,Asian or Pacific Islander,2000.0,58.0,12154.0,477.2
4055,Male Genital System,85+,Male,Asian or Pacific Islander,2001.0,71.0,12804.0,554.5
4056,Male Genital System,85+,Male,Asian or Pacific Islander,2002.0,67.0,13760.0,486.9
4057,Male Genital System,85+,Male,Asian or Pacific Islander,2003.0,72.0,14698.0,489.9
4058,Male Genital System,85+,Male,Asian or Pacific Islander,2004.0,59.0,15795.0,373.5
4059,Male Genital System,85+,Male,Asian or Pacific Islander,2005.0,78.0,17402.0,448.2
4060,Male Genital System,85+,Male,Asian or Pacific Islander,2006.0,93.0,18666.0,498.2
4061,Male Genital System,85+,Male,Asian or Pacific Islander,2007.0,79.0,20377.0,387.7
4062,Male Genital System,85+,Male,Asian or Pacific Islander,2008.0,71.0,22185.0,320.0
4063,Male Genital System,85+,Male,Asian or Pacific Islander,2009.0,63.0,23959.0,262.9
4064,Male Genital System,85+,Male,Asian or Pacific Islander,2010.0,75.0,25858.0,290.0
4065,Male Genital System,85+,Male,Asian or Pacific Islander,2011.0,70.0,27982.0,250.2
4066,Prostate,45-49,Male,Asian or Pacific Islander,2002.0,16.0,156347.0,10.2
4067,Prostate,45-49,Male,Asian or Pacific Islander,2003.0,28.0,162194.0,17.3
4068,Prostate,45-49,Male,Asian or Pacific Islander,2004.0,16.0,166764.0,9.6
4069,Prostate,45-49,Male,Asian or Pacific Islander,2005.0,18.0,171881.0,10.5
4070,Prostate,45-49,Male,Asian or Pacific Islander,2007.0,22.0,179426.0,12.3
4071,Prostate,45-49,Male,Asian or Pacific Islander,2008.0,19.0,184221.0,10.3
4072,Prostate,45-49,Male,Asian or Pacific Islander,2009.0,24.0,188923.0,12.7
4073,Prostate,45-49,Male,Asian or Pacific Islander,2010.0,27.0,191315.0,14.1
4074,Prostate,45-49,Male,Asian or Pacific Islander,2011.0,28.0,193721.0,14.5
4075,Prostate,50-54,Male,Asian or Pacific Islander,1999.0,47.0,110628.0,42.5
4076,Prostate,50-54,Male,Asian or Pacific Islander,2000.0,46.0,119344.0,38.5
4077,Prostate,50-54,Male,Asian or Pacific Islander,2001.0,76.0,128279.0,59.2
4078,Prostate,50-54,Male,Asian or Pacific Islander,2002.0,56.0,134699.0,41.6
4079,Prostate,50-54,Male,Asian or Pacific Islander,2003.0,53.0,140759.0,37.7
4080,Prostate,50-54,Male,Asian or Pacific Islander,2004.0,75.0,146350.0,51.2
4081,Prostate,50-54,Male,Asian or Pacific Islander,2005.0,61.0,151481.0,40.3
4082,Prostate,50-54,Male,Asian or Pacific Islander,2006.0,56.0,157754.0,35.5
4083,Prostate,50-54,Male,Asian or Pacific Islander,2007.0,89.0,163279.0,54.5
4084,Prostate,50-54,Male,Asian or Pacific Islander,2008.0,95.0,169206.0,56.1
4085,Prostate,50-54,Male,Asian or Pacific Islander,2009.0,105.0,173659.0,60.5
4086,Prostate,50-54,Male,Asian or Pacific Islander,2010.0,69.0,178993.0,38.5
4087,Prostate,50-54,Male,Asian or Pacific Islander,2011.0,61.0,181703.0,33.6
4088,Prostate,55-59,Male,Asian or Pacific Islander,1999.0,97.0,77120.0,125.8
4089,Prostate,55-59,Male,Asian or Pacific Islander,2000.0,98.0,81663.0,120.0
4090,Prostate,55-59,Male,Asian or Pacific Islander,2001.0,113.0,86399.0,130.8
4091,Prostate,55-59,Male,Asian or Pacific Islander,2002.0,118.0,94122.0,125.4
4092,Prostate,55-59,Male,Asian or Pacific Islander,2003.0,123.0,103324.0,119.0
4093,Prostate,55-59,Male,Asian or Pacific Islander,2004.0,127.0,112464.0,112.9
4094,Prostate,55-59,Male,Asian or Pacific Islander,2005.0,138.0,123149.0,112.1
4095,Prostate,55-59,Male,Asian or Pacific Islander,2006.0,152.0,131515.0,115.6
4096,Prostate,55-59,Male,Asian or Pacific Islander,2007.0,169.0,137545.0,122.9
4097,Prostate,55-59,Male,Asian or Pacific Islander,2008.0,200.0,143185.0,139.7
4098,Prostate,55-59,Male,Asian or Pacific Islander,2009.0,168.0,148550.0,113.1
4099,Prostate,55-59,Male,Asian or Pacific Islander,2010.0,173.0,153605.0,112.6
4100,Prostate,55-59,Male,Asian or Pacific Islander,2011.0,209.0,160159.0,130.5
4101,Prostate,60-64,Male,Asian or Pacific Islander,1999.0,134.0,62817.0,213.3
4102,Prostate,60-64,Male,Asian or Pacific Islander,2000.0,138.0,66246.0,208.3
4103,Prostate,60-64,Male,Asian or Pacific Islander,2001.0,176.0,69757.0,252.3
4104,Prostate,60-64,Male,Asian or Pacific Islander,2002.0,221.0,73361.0,301.2
4105,Prostate,60-64,Male,Asian or Pacific Islander,2003.0,204.0,76497.0,266.7
4106,Prostate,60-64,Male,Asian or Pacific Islander,2004.0,229.0,80261.0,285.3
4107,Prostate,60-64,Male,Asian or Pacific Islander,2005.0,190.0,84109.0,225.9
4108,Prostate,60-64,Male,Asian or Pacific Islander,2006.0,212.0,88707.0,239.0
4109,Prostate,60-64,Male,Asian or Pacific Islander,2007.0,257.0,96051.0,267.6
4110,Prostate,60-64,Male,Asian or Pacific Islander,2008.0,231.0,105192.0,219.6
4111,Prostate,60-64,Male,Asian or Pacific Islander,2009.0,290.0,114319.0,253.7
4112,Prostate,60-64,Male,Asian or Pacific Islander,2010.0,297.0,124922.0,237.7
4113,Prostate,60-64,Male,Asian or Pacific Islander,2011.0,291.0,132681.0,219.3
4114,Prostate,65-69,Male,Asian or Pacific Islander,1999.0,227.0,51877.0,437.6
4115,Prostate,65-69,Male,Asian or Pacific Islander,2000.0,232.0,53510.0,433.6
4116,Prostate,65-69,Male,Asian or Pacific Islander,2001.0,276.0,56109.0,491.9
4117,Prostate,65-69,Male,Asian or Pacific Islander,2002.0,311.0,58999.0,527.1
4118,Prostate,65-69,Male,Asian or Pacific Islander,2003.0,312.0,61759.0,505.2
4119,Prostate,65-69,Male,Asian or Pacific Islander,2004.0,342.0,64747.0,528.2
4120,Prostate,65-69,Male,Asian or Pacific Islander,2005.0,297.0,68245.0,435.2
4121,Prostate,65-69,Male,Asian or Pacific Islander,2006.0,315.0,71143.0,442.8
4122,Prostate,65-69,Male,Asian or Pacific Islander,2007.0,377.0,74339.0,507.1
4123,Prostate,65-69,Male,Asian or Pacific Islander,2008.0,337.0,77497.0,434.9
4124,Prostate,65-69,Male,Asian or Pacific Islander,2009.0,327.0,81358.0,401.9
4125,Prostate,65-69,Male,Asian or Pacific Islander,2010.0,386.0,85188.0,453.1
4126,Prostate,65-69,Male,Asian or Pacific Islander,2011.0,367.0,89731.0,409.0
4127,Prostate,70-74,Male,Asian or Pacific Islander,1999.0,293.0,42550.0,688.6
4128,Prostate,70-74,Male,Asian or Pacific Islander,2000.0,289.0,44474.0,649.8
4129,Prostate,70-74,Male,Asian or Pacific Islander,2001.0,309.0,45921.0,672.9
4130,Prostate,70-74,Male,Asian or Pacific Islander,2002.0,313.0,47172.0,663.5
4131,Prostate,70-74,Male,Asian or Pacific Islander,2003.0,325.0,48911.0,664.5
4132,Prostate,70-74,Male,Asian or Pacific Islander,2004.0,304.0,50586.0,601.0
4133,Prostate,70-74,Male,Asian or Pacific Islander,2005.0,286.0,52632.0,543.4
4134,Prostate,70-74,Male,Asian or Pacific Islander,2006.0,321.0,54808.0,585.7
4135,Prostate,70-74,Male,Asian or Pacific Islander,2007.0,358.0,57475.0,622.9
4136,Prostate,70-74,Male,Asian or Pacific Islander,2008.0,284.0,59974.0,473.5
4137,Prostate,70-74,Male,Asian or Pacific Islander,2009.0,324.0,62965.0,514.6
4138,Prostate,70-74,Male,Asian or Pacific Islander,2010.0,299.0,66484.0,449.7
4139,Prostate,70-74,Male,Asian or Pacific Islander,2011.0,339.0,69414.0,488.4
4140,Prostate,75-79,Male,Asian or Pacific Islander,1999.0,233.0,31823.0,732.2
4141,Prostate,75-79,Male,Asian or Pacific Islander,2000.0,238.0,33338.0,713.9
4142,Prostate,75-79,Male,Asian or Pacific Islander,2001.0,248.0,34940.0,709.8
4143,Prostate,75-79,Male,Asian or Pacific Islander,2002.0,264.0,36367.0,725.9
4144,Prostate,75-79,Male,Asian or Pacific Islander,2003.0,246.0,37642.0,653.5
4145,Prostate,75-79,Male,Asian or Pacific Islander,2004.0,257.0,38685.0,664.3
4146,Prostate,75-79,Male,Asian or Pacific Islander,2005.0,230.0,40127.0,573.2
4147,Prostate,75-79,Male,Asian or Pacific Islander,2006.0,237.0,41331.0,573.4
4148,Prostate,75-79,Male,Asian or Pacific Islander,2007.0,232.0,42437.0,546.7
4149,Prostate,75-79,Male,Asian or Pacific Islander,2008.0,220.0,44081.0,499.1
4150,Prostate,75-79,Male,Asian or Pacific Islander,2009.0,236.0,45809.0,515.2
4151,Prostate,75-79,Male,Asian or Pacific Islander,2010.0,212.0,47914.0,442.5
4152,Prostate,75-79,Male,Asian or Pacific Islander,2011.0,221.0,50128.0,440.9
4153,Prostate,80-84,Male,Asian or Pacific Islander,1999.0,101.0,16987.0,594.6
4154,Prostate,80-84,Male,Asian or Pacific Islander,2000.0,112.0,18229.0,614.4
4155,Prostate,80-84,Male,Asian or Pacific Islander,2001.0,120.0,19806.0,605.9
4156,Prostate,80-84,Male,Asian or Pacific Islander,2002.0,147.0,21616.0,680.1
4157,Prostate,80-84,Male,Asian or Pacific Islander,2003.0,155.0,23566.0,657.7
4158,Prostate,80-84,Male,Asian or Pacific Islander,2004.0,125.0,25318.0,493.7
4159,Prostate,80-84,Male,Asian or Pacific Islander,2005.0,126.0,26712.0,471.7
4160,Prostate,80-84,Male,Asian or Pacific Islander,2006.0,114.0,27780.0,410.4
4161,Prostate,80-84,Male,Asian or Pacific Islander,2007.0,134.0,28828.0,464.8
4162,Prostate,80-84,Male,Asian or Pacific Islander,2008.0,122.0,29854.0,408.7
4163,Prostate,80-84,Male,Asian or Pacific Islander,2009.0,114.0,30698.0,371.4
4164,Prostate,80-84,Male,Asian or Pacific Islander,2010.0,100.0,32267.0,309.9
4165,Prostate,80-84,Male,Asian or Pacific Islander,2011.0,103.0,33878.0,304.0
4166,Prostate,85+,Male,Asian or Pacific Islander,1999.0,66.0,11320.0,583.0
4167,Prostate,85+,Male,Asian or Pacific Islander,2000.0,57.0,12154.0,469.0
4168,Prostate,85+,Male,Asian or Pacific Islander,2001.0,71.0,12804.0,554.5
4169,Prostate,85+,Male,Asian or Pacific Islander,2002.0,66.0,13760.0,479.7
4170,Prostate,85+,Male,Asian or Pacific Islander,2003.0,72.0,14698.0,489.9
4171,Prostate,85+,Male,Asian or Pacific Islander,2004.0,59.0,15795.0,373.5
4172,Prostate,85+,Male,Asian or Pacific Islander,2005.0,75.0,17402.0,431.0
4173,Prostate,85+,Male,Asian or Pacific Islander,2006.0,93.0,18666.0,498.2
4174,Prostate,85+,Male,Asian or Pacific Islander,2007.0,75.0,20377.0,368.1
4175,Prostate,85+,Male,Asian or Pacific Islander,2008.0,70.0,22185.0,315.5
4176,Prostate,85+,Male,Asian or Pacific Islander,2009.0,60.0,23959.0,250.4
4177,Prostate,85+,Male,Asian or Pacific Islander,2010.0,71.0,25858.0,274.6
4178,Prostate,85+,Male,Asian or Pacific Islander,2011.0,70.0,27982.0,250.2
4179,Testis,25-29,Male,Asian or Pacific Islander,2009.0,17.0,208838.0,8.1
4180,Urinary System,35-39,Male,Asian or Pacific Islander,2009.0,19.0,207936.0,9.1
4181,Urinary System,40-44,Male,Asian or Pacific Islander,2008.0,17.0,187346.0,9.1
4182,Urinary System,40-44,Male,Asian or Pacific Islander,2010.0,18.0,196142.0,9.2
4183,Urinary System,40-44,Male,Asian or Pacific Islander,2011.0,21.0,202150.0,10.4
4184,Urinary System,45-49,Male,Asian or Pacific Islander,2000.0,19.0,143633.0,13.2
4185,Urinary System,45-49,Male,Asian or Pacific Islander,2003.0,24.0,162194.0,14.8
4186,Urinary System,45-49,Male,Asian or Pacific Islander,2004.0,16.0,166764.0,9.6
4187,Urinary System,45-49,Male,Asian or Pacific Islander,2006.0,29.0,175288.0,16.5
4188,Urinary System,45-49,Male,Asian or Pacific Islander,2007.0,26.0,179426.0,14.5
4189,Urinary System,45-49,Male,Asian or Pacific Islander,2008.0,22.0,184221.0,11.9
4190,Urinary System,45-49,Male,Asian or Pacific Islander,2009.0,22.0,188923.0,11.6
4191,Urinary System,45-49,Male,Asian or Pacific Islander,2010.0,21.0,191315.0,11.0
4192,Urinary System,45-49,Male,Asian or Pacific Islander,2011.0,27.0,193721.0,13.9
4193,Urinary System,50-54,Female,Asian or Pacific Islander,2005.0,20.0,177475.0,11.3
4194,Urinary System,50-54,Female,Asian or Pacific Islander,2006.0,16.0,185718.0,8.6
4195,Urinary System,50-54,Female,Asian or Pacific Islander,2008.0,21.0,199102.0,10.5
4196,Urinary System,50-54,Female,Asian or Pacific Islander,2009.0,18.0,204127.0,8.8
4197,Urinary System,50-54,Female,Asian or Pacific Islander,2010.0,19.0,209842.0,9.1
4198,Urinary System,50-54,Male,Asian or Pacific Islander,1999.0,18.0,110628.0,16.3
4199,Urinary System,50-54,Male,Asian or Pacific Islander,2000.0,17.0,119344.0,14.2
4200,Urinary System,50-54,Male,Asian or Pacific Islander,2001.0,21.0,128279.0,16.4
4201,Urinary System,50-54,Male,Asian or Pacific Islander,2002.0,22.0,134699.0,16.3
4202,Urinary System,50-54,Male,Asian or Pacific Islander,2003.0,25.0,140759.0,17.8
4203,Urinary System,50-54,Male,Asian or Pacific Islander,2004.0,41.0,146350.0,28.0
4204,Urinary System,50-54,Male,Asian or Pacific Islander,2005.0,36.0,151481.0,23.8
4205,Urinary System,50-54,Male,Asian or Pacific Islander,2006.0,34.0,157754.0,21.6
4206,Urinary System,50-54,Male,Asian or Pacific Islander,2007.0,30.0,163279.0,18.4
4207,Urinary System,50-54,Male,Asian or Pacific Islander,2008.0,34.0,169206.0,20.1
4208,Urinary System,50-54,Male,Asian or Pacific Islander,2009.0,49.0,173659.0,28.2
4209,Urinary System,50-54,Male,Asian or Pacific Islander,2010.0,37.0,178993.0,20.7
4210,Urinary System,50-54,Male,Asian or Pacific Islander,2011.0,42.0,181703.0,23.1
4211,Urinary System,55-59,Female,Asian or Pacific Islander,2003.0,16.0,120620.0,13.3
4212,Urinary System,55-59,Female,Asian or Pacific Islander,2005.0,21.0,145918.0,14.4
4213,Urinary System,55-59,Female,Asian or Pacific Islander,2007.0,20.0,164539.0,12.2
4214,Urinary System,55-59,Female,Asian or Pacific Islander,2008.0,22.0,172317.0,12.8
4215,Urinary System,55-59,Female,Asian or Pacific Islander,2009.0,20.0,179319.0,11.2
4216,Urinary System,55-59,Female,Asian or Pacific Islander,2010.0,34.0,185549.0,18.3
4217,Urinary System,55-59,Female,Asian or Pacific Islander,2011.0,25.0,193369.0,12.9
4218,Urinary System,55-59,Male,Asian or Pacific Islander,1999.0,25.0,77120.0,32.4
4219,Urinary System,55-59,Male,Asian or Pacific Islander,2000.0,22.0,81663.0,26.9
4220,Urinary System,55-59,Male,Asian or Pacific Islander,2001.0,34.0,86399.0,39.4
4221,Urinary System,55-59,Male,Asian or Pacific Islander,2002.0,29.0,94122.0,30.8
4222,Urinary System,55-59,Male,Asian or Pacific Islander,2003.0,43.0,103324.0,41.6
4223,Urinary System,55-59,Male,Asian or Pacific Islander,2004.0,42.0,112464.0,37.3
4224,Urinary System,55-59,Male,Asian or Pacific Islander,2005.0,46.0,123149.0,37.4
4225,Urinary System,55-59,Male,Asian or Pacific Islander,2006.0,48.0,131515.0,36.5
4226,Urinary System,55-59,Male,Asian or Pacific Islander,2007.0,53.0,137545.0,38.5
4227,Urinary System,55-59,Male,Asian or Pacific Islander,2008.0,66.0,143185.0,46.1
4228,Urinary System,55-59,Male,Asian or Pacific Islander,2009.0,56.0,148550.0,37.7
4229,Urinary System,55-59,Male,Asian or Pacific Islander,2010.0,61.0,153605.0,39.7
4230,Urinary System,55-59,Male,Asian or Pacific Islander,2011.0,72.0,160159.0,45.0
4231,Urinary System,60-64,Female,Asian or Pacific Islander,2003.0,19.0,89814.0,21.2
4232,Urinary System,60-64,Female,Asian or Pacific Islander,2005.0,17.0,100097.0,17.0
4233,Urinary System,60-64,Female,Asian or Pacific Islander,2006.0,22.0,105927.0,20.8
4234,Urinary System,60-64,Female,Asian or Pacific Islander,2007.0,18.0,115343.0,15.6
4235,Urinary System,60-64,Female,Asian or Pacific Islander,2008.0,33.0,126776.0,26.0
4236,Urinary System,60-64,Female,Asian or Pacific Islander,2009.0,27.0,138712.0,19.5
4237,Urinary System,60-64,Female,Asian or Pacific Islander,2010.0,28.0,151964.0,18.4
4238,Urinary System,60-64,Female,Asian or Pacific Islander,2011.0,31.0,162841.0,19.0
4239,Urinary System,60-64,Male,Asian or Pacific Islander,1999.0,40.0,62817.0,63.7
4240,Urinary System,60-64,Male,Asian or Pacific Islander,2000.0,34.0,66246.0,51.3
4241,Urinary System,60-64,Male,Asian or Pacific Islander,2001.0,40.0,69757.0,57.3
4242,Urinary System,60-64,Male,Asian or Pacific Islander,2002.0,41.0,73361.0,55.9
4243,Urinary System,60-64,Male,Asian or Pacific Islander,2003.0,46.0,76497.0,60.1
4244,Urinary System,60-64,Male,Asian or Pacific Islander,2004.0,38.0,80261.0,47.3
4245,Urinary System,60-64,Male,Asian or Pacific Islander,2005.0,50.0,84109.0,59.4
4246,Urinary System,60-64,Male,Asian or Pacific Islander,2006.0,54.0,88707.0,60.9
4247,Urinary System,60-64,Male,Asian or Pacific Islander,2007.0,40.0,96051.0,41.6
4248,Urinary System,60-64,Male,Asian or Pacific Islander,2008.0,66.0,105192.0,62.7
4249,Urinary System,60-64,Male,Asian or Pacific Islander,2009.0,67.0,114319.0,58.6
4250,Urinary System,60-64,Male,Asian or Pacific Islander,2010.0,85.0,124922.0,68.0
4251,Urinary System,60-64,Male,Asian or Pacific Islander,2011.0,85.0,132681.0,64.1
4252,Urinary System,65-69,Female,Asian or Pacific Islander,2001.0,25.0,72197.0,34.6
4253,Urinary System,65-69,Female,Asian or Pacific Islander,2002.0,17.0,75196.0,22.6
4254,Urinary System,65-69,Female,Asian or Pacific Islander,2003.0,27.0,77593.0,34.8
4255,Urinary System,65-69,Female,Asian or Pacific Islander,2004.0,19.0,79750.0,23.8
4256,Urinary System,65-69,Female,Asian or Pacific Islander,2005.0,27.0,83168.0,32.5
4257,Urinary System,65-69,Female,Asian or Pacific Islander,2006.0,30.0,86193.0,34.8
4258,Urinary System,65-69,Female,Asian or Pacific Islander,2007.0,26.0,89990.0,28.9
4259,Urinary System,65-69,Female,Asian or Pacific Islander,2008.0,39.0,93624.0,41.7
4260,Urinary System,65-69,Female,Asian or Pacific Islander,2009.0,37.0,98971.0,37.4
4261,Urinary System,65-69,Female,Asian or Pacific Islander,2010.0,30.0,104303.0,28.8
4262,Urinary System,65-69,Female,Asian or Pacific Islander,2011.0,35.0,109850.0,31.9
