,Leading Cancer Sites,Leading Cancer Sites Code,Age Group Code,Sex,Race,Year,Count,Population,Rate
1185,Breast,26000,65-69,Female,White,2008.0,21958.0,5211458.0,421.3
1186,Breast,26000,65-69,Female,White,2009.0,23110.0,5426766.0,425.9
1187,Breast,26000,65-69,Female,White,2010.0,23023.0,5603437.0,410.9
1188,Breast,26000,65-69,Female,White,2011.0,24205.0,5689718.0,425.4
1189,Breast,26000,65-69,Male,White,1999.0,183.0,3511645.0,5.2
1190,Breast,26000,65-69,Male,White,2000.0,170.0,3592923.0,4.7
1191,Breast,26000,65-69,Male,White,2001.0,161.0,3581339.0,4.5
1192,Breast,26000,65-69,Male,White,2002.0,157.0,3628228.0,4.3
1193,Breast,26000,65-69,Male,White,2003.0,199.0,3877865.0,5.1
1194,Breast,26000,65-69,Male,White,2004.0,211.0,4070354.0,5.2
1195,Breast,26000,65-69,Male,White,2005.0,196.0,4149303.0,4.7
1196,Breast,26000,65-69,Male,White,2006.0,216.0,4262721.0,5.1
1197,Breast,26000,65-69,Male,White,2007.0,241.0,4437014.0,5.4
1198,Breast,26000,65-69,Male,White,2008.0,241.0,4703997.0,5.1
1199,Breast,26000,65-69,Male,White,2009.0,258.0,4907092.0,5.3
1200,Breast,26000,65-69,Male,White,2010.0,267.0,5085015.0,5.3
1201,Breast,26000,65-69,Male,White,2011.0,268.0,5178255.0,5.2
1202,Breast,26000,70-74,Female,White,1999.0,19492.0,4010018.0,486.1
1203,Breast,26000,70-74,Female,White,2000.0,18935.0,4057378.0,466.7
1204,Breast,26000,70-74,Female,White,2001.0,18547.0,3989844.0,464.9
1205,Breast,26000,70-74,Female,White,2002.0,17880.0,3958794.0,451.7
1206,Breast,26000,70-74,Female,White,2003.0,16837.0,4063739.0,414.3
1207,Breast,26000,70-74,Female,White,2004.0,16788.0,4085761.0,410.9
1208,Breast,26000,70-74,Female,White,2005.0,16455.0,4059036.0,405.4
1209,Breast,26000,70-74,Female,White,2006.0,16774.0,4053937.0,413.8
1210,Breast,26000,70-74,Female,White,2007.0,17262.0,4067511.0,424.4
1211,Breast,26000,70-74,Female,White,2008.0,17787.0,4134929.0,430.2
1212,Breast,26000,70-74,Female,White,2009.0,18703.0,4227094.0,442.5
1213,Breast,26000,70-74,Female,White,2010.0,18729.0,4297333.0,435.8
1214,Breast,26000,70-74,Female,White,2011.0,19424.0,4374439.0,444.0
1215,Breast,26000,70-74,Male,White,1999.0,186.0,3187352.0,5.8
1216,Breast,26000,70-74,Male,White,2000.0,202.0,3267028.0,6.2
1217,Breast,26000,70-74,Male,White,2001.0,174.0,3245301.0,5.4
1218,Breast,26000,70-74,Male,White,2002.0,200.0,3244344.0,6.2
1219,Breast,26000,70-74,Male,White,2003.0,196.0,3353558.0,5.8
1220,Breast,26000,70-74,Male,White,2004.0,193.0,3390824.0,5.7
1221,Breast,26000,70-74,Male,White,2005.0,206.0,3393881.0,6.1
1222,Breast,26000,70-74,Male,White,2006.0,195.0,3410961.0,5.7
1223,Breast,26000,70-74,Male,White,2007.0,203.0,3442551.0,5.9
1224,Breast,26000,70-74,Male,White,2008.0,195.0,3521253.0,5.5
1225,Breast,26000,70-74,Male,White,2009.0,203.0,3620356.0,5.6
1226,Breast,26000,70-74,Male,White,2010.0,266.0,3697788.0,7.2
1227,Breast,26000,70-74,Male,White,2011.0,256.0,3769569.0,6.8
1228,Breast,26000,75-79,Female,White,1999.0,18144.0,3552768.0,510.7
1229,Breast,26000,75-79,Female,White,2000.0,17757.0,3667360.0,484.2
1230,Breast,26000,75-79,Female,White,2001.0,17629.0,3626349.0,486.1
1231,Breast,26000,75-79,Female,White,2002.0,17217.0,3638439.0,473.2
1232,Breast,26000,75-79,Female,White,2003.0,16735.0,3779613.0,442.8
1233,Breast,26000,75-79,Female,White,2004.0,16457.0,3803625.0,432.7
1234,Breast,26000,75-79,Female,White,2005.0,16537.0,3767857.0,438.9
1235,Breast,26000,75-79,Female,White,2006.0,16416.0,3734126.0,439.6
1236,Breast,26000,75-79,Female,White,2007.0,16085.0,3683038.0,436.7
1237,Breast,26000,75-79,Female,White,2008.0,16120.0,3625525.0,444.6
1238,Breast,26000,75-79,Female,White,2009.0,16012.0,3573280.0,448.1
1239,Breast,26000,75-79,Female,White,2010.0,15799.0,3557745.0,444.1
1240,Breast,26000,75-79,Female,White,2011.0,16007.0,3534649.0,452.9
1241,Breast,26000,75-79,Male,White,1999.0,199.0,2500102.0,8.0
1242,Breast,26000,75-79,Male,White,2000.0,200.0,2590756.0,7.7
1243,Breast,26000,75-79,Male,White,2001.0,167.0,2588008.0,6.5
1244,Breast,26000,75-79,Male,White,2002.0,168.0,2625905.0,6.4
1245,Breast,26000,75-79,Male,White,2003.0,194.0,2758412.0,7.0
1246,Breast,26000,75-79,Male,White,2004.0,221.0,2815015.0,7.9
1247,Breast,26000,75-79,Male,White,2005.0,199.0,2828284.0,7.0
1248,Breast,26000,75-79,Male,White,2006.0,194.0,2837339.0,6.8
1249,Breast,26000,75-79,Male,White,2007.0,209.0,2827138.0,7.4
1250,Breast,26000,75-79,Male,White,2008.0,219.0,2809109.0,7.8
1251,Breast,26000,75-79,Male,White,2009.0,227.0,2791177.0,8.1
1252,Breast,26000,75-79,Male,White,2010.0,209.0,2804898.0,7.5
1253,Breast,26000,75-79,Male,White,2011.0,201.0,2807216.0,7.2
1254,Breast,26000,80-84,Female,White,1999.0,12287.0,2561501.0,479.7
1255,Breast,26000,80-84,Female,White,2000.0,12222.0,2651418.0,461.0
1256,Breast,26000,80-84,Female,White,2001.0,12428.0,2700696.0,460.2
1257,Breast,26000,80-84,Female,White,2002.0,12590.0,2791461.0,451.0
1258,Breast,26000,80-84,Female,White,2003.0,12435.0,2947675.0,421.9
1259,Breast,26000,80-84,Female,White,2004.0,12973.0,3065044.0,423.3
1260,Breast,26000,80-84,Female,White,2005.0,13387.0,3090556.0,433.2
1261,Breast,26000,80-84,Female,White,2006.0,13118.0,3088440.0,424.7
1262,Breast,26000,80-84,Female,White,2007.0,13263.0,3083732.0,430.1
1263,Breast,26000,80-84,Female,White,2008.0,13355.0,3082267.0,433.3
1264,Breast,26000,80-84,Female,White,2009.0,13359.0,3050893.0,437.9
1265,Breast,26000,80-84,Female,White,2010.0,12587.0,3036278.0,414.6
1266,Breast,26000,80-84,Female,White,2011.0,12515.0,3001357.0,417.0
1267,Breast,26000,80-84,Male,White,1999.0,129.0,1518764.0,8.5
1268,Breast,26000,80-84,Male,White,2000.0,122.0,1588670.0,7.7
1269,Breast,26000,80-84,Male,White,2001.0,122.0,1641752.0,7.4
1270,Breast,26000,80-84,Male,White,2002.0,136.0,1716412.0,7.9
1271,Breast,26000,80-84,Male,White,2003.0,150.0,1827895.0,8.2
1272,Breast,26000,80-84,Male,White,2004.0,164.0,1913150.0,8.6
1273,Breast,26000,80-84,Male,White,2005.0,179.0,1951548.0,9.2
1274,Breast,26000,80-84,Male,White,2006.0,151.0,1973881.0,7.6
1275,Breast,26000,80-84,Male,White,2007.0,169.0,2001549.0,8.4
1276,Breast,26000,80-84,Male,White,2008.0,203.0,2030746.0,10.0
1277,Breast,26000,80-84,Male,White,2009.0,170.0,2045977.0,8.3
1278,Breast,26000,80-84,Male,White,2010.0,185.0,2071102.0,8.9
1279,Breast,26000,80-84,Male,White,2011.0,181.0,2078071.0,8.7
1280,Breast,26000,85+,Female,White,1999.0,10325.0,2472814.0,417.5
1281,Breast,26000,85+,Female,White,2000.0,10334.0,2572012.0,401.8
1282,Breast,26000,85+,Female,White,2001.0,10318.0,2581848.0,399.6
1283,Breast,26000,85+,Female,White,2002.0,10148.0,2626641.0,386.3
1284,Breast,26000,85+,Female,White,2003.0,10070.0,2780061.0,362.2
1285,Breast,26000,85+,Female,White,2004.0,10430.0,2864855.0,364.1
1286,Breast,26000,85+,Female,White,2005.0,10799.0,2932403.0,368.3
1287,Breast,26000,85+,Female,White,2006.0,10861.0,3019641.0,359.7
1288,Breast,26000,85+,Female,White,2007.0,11265.0,3103899.0,362.9
1289,Breast,26000,85+,Female,White,2008.0,11632.0,3174934.0,366.4
1290,Breast,26000,85+,Female,White,2009.0,11914.0,3256693.0,365.8
1291,Breast,26000,85+,Female,White,2010.0,11574.0,3337248.0,346.8
1292,Breast,26000,85+,Female,White,2011.0,11442.0,3393214.0,337.2
1293,Breast,26000,85+,Male,White,1999.0,95.0,1000242.0,9.5
1294,Breast,26000,85+,Male,White,2000.0,97.0,1054243.0,9.2
1295,Breast,26000,85+,Male,White,2001.0,94.0,1073371.0,8.8
1296,Breast,26000,85+,Male,White,2002.0,106.0,1110879.0,9.5
1297,Breast,26000,85+,Male,White,2003.0,108.0,1197092.0,9.0
1298,Breast,26000,85+,Male,White,2004.0,104.0,1254392.0,8.3
1299,Breast,26000,85+,Male,White,2005.0,116.0,1311223.0,8.8
1300,Breast,26000,85+,Male,White,2006.0,137.0,1379750.0,9.9
1301,Breast,26000,85+,Male,White,2007.0,141.0,1446344.0,9.7
1302,Breast,26000,85+,Male,White,2008.0,159.0,1507160.0,10.5
1303,Breast,26000,85+,Male,White,2009.0,154.0,1570283.0,9.8
1304,Breast,26000,85+,Male,White,2010.0,136.0,1634369.0,8.3
1305,Breast,26000,85+,Male,White,2011.0,147.0,1688433.0,8.7
1306,Cervix Uteri,27010,15-19,Female,White,1999.0,19.0,7040477.0,0.3
1307,Cervix Uteri,27010,15-19,Female,White,2000.0,18.0,7254069.0,0.2
1308,Cervix Uteri,27010,15-19,Female,White,2002.0,20.0,7337855.0,0.3
1309,Cervix Uteri,27010,15-19,Female,White,2003.0,16.0,7699453.0,0.2
1310,Cervix Uteri,27010,15-19,Female,White,2005.0,16.0,8035458.0,0.2
1311,Cervix Uteri,27010,15-19,Female,White,2006.0,18.0,8123100.0,0.2
1312,Cervix Uteri,27010,15-19,Female,White,2008.0,16.0,8206982.0,0.2
1313,Cervix Uteri,27010,20-24,Female,White,1999.0,128.0,6515194.0,2.0
1314,Cervix Uteri,27010,20-24,Female,White,2000.0,119.0,6832644.0,1.7
1315,Cervix Uteri,27010,20-24,Female,White,2001.0,100.0,7016949.0,1.4
1316,Cervix Uteri,27010,20-24,Female,White,2002.0,131.0,7225452.0,1.8
1317,Cervix Uteri,27010,20-24,Female,White,2003.0,117.0,7672599.0,1.5
1318,Cervix Uteri,27010,20-24,Female,White,2004.0,116.0,7897163.0,1.5
1319,Cervix Uteri,27010,20-24,Female,White,2005.0,134.0,7907801.0,1.7
1320,Cervix Uteri,27010,20-24,Female,White,2006.0,112.0,7906974.0,1.4
1321,Cervix Uteri,27010,20-24,Female,White,2007.0,107.0,7908498.0,1.4
1322,Cervix Uteri,27010,20-24,Female,White,2008.0,97.0,7929480.0,1.2
1323,Cervix Uteri,27010,20-24,Female,White,2009.0,108.0,7983893.0,1.4
1324,Cervix Uteri,27010,20-24,Female,White,2010.0,94.0,8066627.0,1.2
1325,Cervix Uteri,27010,20-24,Female,White,2011.0,103.0,8119266.0,1.3
1326,Cervix Uteri,27010,25-29,Female,White,1999.0,551.0,6947647.0,7.9
1327,Cervix Uteri,27010,25-29,Female,White,2000.0,542.0,6960842.0,7.8
1328,Cervix Uteri,27010,25-29,Female,White,2001.0,482.0,6711767.0,7.2
1329,Cervix Uteri,27010,25-29,Female,White,2002.0,449.0,6699773.0,6.7
1330,Cervix Uteri,27010,25-29,Female,White,2003.0,424.0,7030735.0,6.0
1331,Cervix Uteri,27010,25-29,Female,White,2004.0,432.0,7289675.0,5.9
1332,Cervix Uteri,27010,25-29,Female,White,2005.0,429.0,7445727.0,5.8
1333,Cervix Uteri,27010,25-29,Female,White,2006.0,473.0,7666181.0,6.2
1334,Cervix Uteri,27010,25-29,Female,White,2007.0,440.0,7818890.0,5.6
1335,Cervix Uteri,27010,25-29,Female,White,2008.0,461.0,7934387.0,5.8
1336,Cervix Uteri,27010,25-29,Female,White,2009.0,470.0,7984774.0,5.9
1337,Cervix Uteri,27010,25-29,Female,White,2010.0,426.0,7989184.0,5.3
1338,Cervix Uteri,27010,25-29,Female,White,2011.0,417.0,7934359.0,5.3
1339,Cervix Uteri,27010,30-34,Female,White,1999.0,982.0,7469121.0,13.1
1340,Cervix Uteri,27010,30-34,Female,White,2000.0,987.0,7569804.0,13.0
1341,Cervix Uteri,27010,30-34,Female,White,2001.0,982.0,7526353.0,13.0
1342,Cervix Uteri,27010,30-34,Female,White,2002.0,977.0,7553532.0,12.9
1343,Cervix Uteri,27010,30-34,Female,White,2003.0,958.0,7784741.0,12.3
1344,Cervix Uteri,27010,30-34,Female,White,2004.0,985.0,7779515.0,12.7
1345,Cervix Uteri,27010,30-34,Female,White,2005.0,958.0,7570818.0,12.7
1346,Cervix Uteri,27010,30-34,Female,White,2006.0,854.0,7361279.0,11.6
1347,Cervix Uteri,27010,30-34,Female,White,2007.0,797.0,7296798.0,10.9
1348,Cervix Uteri,27010,30-34,Female,White,2008.0,856.0,7336667.0,11.7
1349,Cervix Uteri,27010,30-34,Female,White,2009.0,838.0,7452713.0,11.2
1350,Cervix Uteri,27010,30-34,Female,White,2010.0,798.0,7600790.0,10.5
1351,Cervix Uteri,27010,30-34,Female,White,2011.0,757.0,7682974.0,9.9
1352,Cervix Uteri,27010,35-39,Female,White,1999.0,1308.0,8496159.0,15.4
1353,Cervix Uteri,27010,35-39,Female,White,2000.0,1291.0,8555275.0,15.1
1354,Cervix Uteri,27010,35-39,Female,White,2001.0,1232.0,8270672.0,14.9
1355,Cervix Uteri,27010,35-39,Female,White,2002.0,1165.0,8137832.0,14.3
1356,Cervix Uteri,27010,35-39,Female,White,2003.0,1184.0,8267650.0,14.3
1357,Cervix Uteri,27010,35-39,Female,White,2004.0,1173.0,8241429.0,14.2
1358,Cervix Uteri,27010,35-39,Female,White,2005.0,1212.0,8170943.0,14.8
1359,Cervix Uteri,27010,35-39,Female,White,2006.0,1244.0,8202400.0,15.2
1360,Cervix Uteri,27010,35-39,Female,White,2007.0,1262.0,8162970.0,15.5
1361,Cervix Uteri,27010,35-39,Female,White,2008.0,1190.0,8064097.0,14.8
1362,Cervix Uteri,27010,35-39,Female,White,2009.0,1242.0,7900598.0,15.7
1363,Cervix Uteri,27010,35-39,Female,White,2010.0,1065.0,7697830.0,13.8
1364,Cervix Uteri,27010,35-39,Female,White,2011.0,1035.0,7403447.0,14.0
1365,Cervix Uteri,27010,40-44,Female,White,1999.0,1362.0,8367890.0,16.3
1366,Cervix Uteri,27010,40-44,Female,White,2000.0,1470.0,8647523.0,17.0
1367,Cervix Uteri,27010,40-44,Female,White,2001.0,1437.0,8669155.0,16.6
1368,Cervix Uteri,27010,40-44,Female,White,2002.0,1376.0,8765865.0,15.7
1369,Cervix Uteri,27010,40-44,Female,White,2003.0,1419.0,9118975.0,15.6
1370,Cervix Uteri,27010,40-44,Female,White,2004.0,1304.0,9281441.0,14.0
1371,Cervix Uteri,27010,40-44,Female,White,2005.0,1333.0,9151033.0,14.6
1372,Cervix Uteri,27010,40-44,Female,White,2006.0,1388.0,8928994.0,15.5
1373,Cervix Uteri,27010,40-44,Female,White,2007.0,1306.0,8692790.0,15.0
1374,Cervix Uteri,27010,40-44,Female,White,2008.0,1216.0,8455799.0,14.4
1375,Cervix Uteri,27010,40-44,Female,White,2009.0,1269.0,8256044.0,15.4
1376,Cervix Uteri,27010,40-44,Female,White,2010.0,1212.0,8186287.0,14.8
1377,Cervix Uteri,27010,40-44,Female,White,2011.0,1227.0,8142049.0,15.1
1378,Cervix Uteri,27010,45-49,Female,White,1999.0,1177.0,7531830.0,15.6
1379,Cervix Uteri,27010,45-49,Female,White,2000.0,1196.0,7899031.0,15.1
1380,Cervix Uteri,27010,45-49,Female,White,2001.0,1165.0,7993396.0,14.6
1381,Cervix Uteri,27010,45-49,Female,White,2002.0,1108.0,8270098.0,13.4
1382,Cervix Uteri,27010,45-49,Female,White,2003.0,1160.0,8793006.0,13.2
1383,Cervix Uteri,27010,45-49,Female,White,2004.0,1182.0,9084319.0,13.0
1384,Cervix Uteri,27010,45-49,Female,White,2005.0,1277.0,9187069.0,13.9
1385,Cervix Uteri,27010,45-49,Female,White,2006.0,1267.0,9289991.0,13.6
1386,Cervix Uteri,27010,45-49,Female,White,2007.0,1279.0,9291229.0,13.8
1387,Cervix Uteri,27010,45-49,Female,White,2008.0,1269.0,9264051.0,13.7
1388,Cervix Uteri,27010,45-49,Female,White,2009.0,1233.0,9240561.0,13.3
1389,Cervix Uteri,27010,45-49,Female,White,2010.0,1199.0,9110009.0,13.2
1390,Cervix Uteri,27010,45-49,Female,White,2011.0,1166.0,8789205.0,13.3
1391,Cervix Uteri,27010,50-54,Female,White,1999.0,967.0,6615063.0,14.6
1392,Cervix Uteri,27010,50-54,Female,White,2000.0,1012.0,7083016.0,14.3
1393,Cervix Uteri,27010,50-54,Female,White,2001.0,1026.0,7358964.0,13.9
1394,Cervix Uteri,27010,50-54,Female,White,2002.0,921.0,7405650.0,12.4
1395,Cervix Uteri,27010,50-54,Female,White,2003.0,980.0,7867072.0,12.5
1396,Cervix Uteri,27010,50-54,Female,White,2004.0,1043.0,8208935.0,12.7
1397,Cervix Uteri,27010,50-54,Female,White,2005.0,1029.0,8398979.0,12.3
1398,Cervix Uteri,27010,50-54,Female,White,2006.0,974.0,8577514.0,11.4
1399,Cervix Uteri,27010,50-54,Female,White,2007.0,1050.0,8783981.0,12.0
1400,Cervix Uteri,27010,50-54,Female,White,2008.0,1101.0,8952652.0,12.3
1401,Cervix Uteri,27010,50-54,Female,White,2009.0,1087.0,9068059.0,12.0
1402,Cervix Uteri,27010,50-54,Female,White,2010.0,1032.0,9173486.0,11.2
1403,Cervix Uteri,27010,50-54,Female,White,2011.0,1040.0,9173488.0,11.3
1404,Cervix Uteri,27010,55-59,Female,White,1999.0,807.0,5220125.0,15.5
1405,Cervix Uteri,27010,55-59,Female,White,2000.0,774.0,5538348.0,14.0
1406,Cervix Uteri,27010,55-59,Female,White,2001.0,772.0,5643802.0,13.7
1407,Cervix Uteri,27010,55-59,Female,White,2002.0,812.0,6168619.0,13.2
1408,Cervix Uteri,27010,55-59,Female,White,2003.0,844.0,6714697.0,12.6
1409,Cervix Uteri,27010,55-59,Female,White,2004.0,837.0,7172163.0,11.7
1410,Cervix Uteri,27010,55-59,Female,White,2005.0,897.0,7514387.0,11.9
1411,Cervix Uteri,27010,55-59,Female,White,2006.0,931.0,7873207.0,11.8
1412,Cervix Uteri,27010,55-59,Female,White,2007.0,903.0,7843504.0,11.5
1413,Cervix Uteri,27010,55-59,Female,White,2008.0,927.0,7970448.0,11.6
1414,Cervix Uteri,27010,55-59,Female,White,2009.0,902.0,8146903.0,11.1
1415,Cervix Uteri,27010,55-59,Female,White,2010.0,990.0,8342211.0,11.9
1416,Cervix Uteri,27010,55-59,Female,White,2011.0,919.0,8439870.0,10.9
1417,Cervix Uteri,27010,60-64,Female,White,1999.0,655.0,4337978.0,15.1
1418,Cervix Uteri,27010,60-64,Female,White,2000.0,670.0,4503473.0,14.9
1419,Cervix Uteri,27010,60-64,Female,White,2001.0,608.0,4584041.0,13.3
1420,Cervix Uteri,27010,60-64,Female,White,2002.0,616.0,4785271.0,12.9
1421,Cervix Uteri,27010,60-64,Female,White,2003.0,594.0,5292181.0,11.2
1422,Cervix Uteri,27010,60-64,Female,White,2004.0,653.0,5630701.0,11.6
1423,Cervix Uteri,27010,60-64,Female,White,2005.0,681.0,5809266.0,11.7
1424,Cervix Uteri,27010,60-64,Female,White,2006.0,727.0,5964601.0,12.2
1425,Cervix Uteri,27010,60-64,Female,White,2007.0,729.0,6461378.0,11.3
1426,Cervix Uteri,27010,60-64,Female,White,2008.0,744.0,6717304.0,11.1
1427,Cervix Uteri,27010,60-64,Female,White,2009.0,760.0,7022922.0,10.8
1428,Cervix Uteri,27010,60-64,Female,White,2010.0,804.0,7358943.0,10.9
1429,Cervix Uteri,27010,60-64,Female,White,2011.0,817.0,7628498.0,10.7
1430,Cervix Uteri,27010,65-69,Female,White,1999.0,560.0,4030055.0,13.9
1431,Cervix Uteri,27010,65-69,Female,White,2000.0,632.0,4104281.0,15.4
1432,Cervix Uteri,27010,65-69,Female,White,2001.0,578.0,4073462.0,14.2
1433,Cervix Uteri,27010,65-69,Female,White,2002.0,558.0,4110048.0,13.6
1434,Cervix Uteri,27010,65-69,Female,White,2003.0,529.0,4368759.0,12.1
1435,Cervix Uteri,27010,65-69,Female,White,2004.0,548.0,4565910.0,12.0
1436,Cervix Uteri,27010,65-69,Female,White,2005.0,582.0,4635936.0,12.6
1437,Cervix Uteri,27010,65-69,Female,White,2006.0,549.0,4750192.0,11.6
1438,Cervix Uteri,27010,65-69,Female,White,2007.0,571.0,4930666.0,11.6
1439,Cervix Uteri,27010,65-69,Female,White,2008.0,614.0,5211458.0,11.8
1440,Cervix Uteri,27010,65-69,Female,White,2009.0,619.0,5426766.0,11.4
1441,Cervix Uteri,27010,65-69,Female,White,2010.0,558.0,5603437.0,10.0
1442,Cervix Uteri,27010,65-69,Female,White,2011.0,637.0,5689718.0,11.2
1443,Cervix Uteri,27010,70-74,Female,White,1999.0,520.0,4010018.0,13.0
1444,Cervix Uteri,27010,70-74,Female,White,2000.0,524.0,4057378.0,12.9
1445,Cervix Uteri,27010,70-74,Female,White,2001.0,489.0,3989844.0,12.3
1446,Cervix Uteri,27010,70-74,Female,White,2002.0,461.0,3958794.0,11.6
1447,Cervix Uteri,27010,70-74,Female,White,2003.0,426.0,4063739.0,10.5
1448,Cervix Uteri,27010,70-74,Female,White,2004.0,418.0,4085761.0,10.2
1449,Cervix Uteri,27010,70-74,Female,White,2005.0,432.0,4059036.0,10.6
1450,Cervix Uteri,27010,70-74,Female,White,2006.0,448.0,4053937.0,11.1
1451,Cervix Uteri,27010,70-74,Female,White,2007.0,416.0,4067511.0,10.2
1452,Cervix Uteri,27010,70-74,Female,White,2008.0,429.0,4134929.0,10.4
1453,Cervix Uteri,27010,70-74,Female,White,2009.0,445.0,4227094.0,10.5
1454,Cervix Uteri,27010,70-74,Female,White,2010.0,428.0,4297333.0,10.0
1455,Cervix Uteri,27010,70-74,Female,White,2011.0,435.0,4374439.0,9.9
1456,Cervix Uteri,27010,75-79,Female,White,1999.0,453.0,3552768.0,12.8
1457,Cervix Uteri,27010,75-79,Female,White,2000.0,423.0,3667360.0,11.5
1458,Cervix Uteri,27010,75-79,Female,White,2001.0,400.0,3626349.0,11.0
1459,Cervix Uteri,27010,75-79,Female,White,2002.0,399.0,3638439.0,11.0
1460,Cervix Uteri,27010,75-79,Female,White,2003.0,394.0,3779613.0,10.4
1461,Cervix Uteri,27010,75-79,Female,White,2004.0,392.0,3803625.0,10.3
1462,Cervix Uteri,27010,75-79,Female,White,2005.0,368.0,3767857.0,9.8
1463,Cervix Uteri,27010,75-79,Female,White,2006.0,335.0,3734126.0,9.0
1464,Cervix Uteri,27010,75-79,Female,White,2007.0,358.0,3683038.0,9.7
1465,Cervix Uteri,27010,75-79,Female,White,2008.0,325.0,3625525.0,9.0
1466,Cervix Uteri,27010,75-79,Female,White,2009.0,323.0,3573280.0,9.0
1467,Cervix Uteri,27010,75-79,Female,White,2010.0,305.0,3557745.0,8.6
1468,Cervix Uteri,27010,75-79,Female,White,2011.0,312.0,3534649.0,8.8
1469,Cervix Uteri,27010,80-84,Female,White,1999.0,309.0,2561501.0,12.1
1470,Cervix Uteri,27010,80-84,Female,White,2000.0,380.0,2651418.0,14.3
1471,Cervix Uteri,27010,80-84,Female,White,2001.0,300.0,2700696.0,11.1
1472,Cervix Uteri,27010,80-84,Female,White,2002.0,301.0,2791461.0,10.8
1473,Cervix Uteri,27010,80-84,Female,White,2003.0,303.0,2947675.0,10.3
1474,Cervix Uteri,27010,80-84,Female,White,2004.0,316.0,3065044.0,10.3
1475,Cervix Uteri,27010,80-84,Female,White,2005.0,292.0,3090556.0,9.4
1476,Cervix Uteri,27010,80-84,Female,White,2006.0,298.0,3088440.0,9.6
1477,Cervix Uteri,27010,80-84,Female,White,2007.0,291.0,3083732.0,9.4
1478,Cervix Uteri,27010,80-84,Female,White,2008.0,262.0,3082267.0,8.5
1479,Cervix Uteri,27010,80-84,Female,White,2009.0,262.0,3050893.0,8.6
1480,Cervix Uteri,27010,80-84,Female,White,2010.0,211.0,3036278.0,6.9
1481,Cervix Uteri,27010,80-84,Female,White,2011.0,235.0,3001357.0,7.8
1482,Cervix Uteri,27010,85+,Female,White,1999.0,307.0,2472814.0,12.4
1483,Cervix Uteri,27010,85+,Female,White,2000.0,296.0,2572012.0,11.5
1484,Cervix Uteri,27010,85+,Female,White,2001.0,265.0,2581848.0,10.3
1485,Cervix Uteri,27010,85+,Female,White,2002.0,240.0,2626641.0,9.1
1486,Cervix Uteri,27010,85+,Female,White,2003.0,277.0,2780061.0,10.0
1487,Cervix Uteri,27010,85+,Female,White,2004.0,259.0,2864855.0,9.0
1488,Cervix Uteri,27010,85+,Female,White,2005.0,284.0,2932403.0,9.7
1489,Cervix Uteri,27010,85+,Female,White,2006.0,264.0,3019641.0,8.7
1490,Cervix Uteri,27010,85+,Female,White,2007.0,249.0,3103899.0,8.0
1491,Cervix Uteri,27010,85+,Female,White,2008.0,245.0,3174934.0,7.7
1492,Cervix Uteri,27010,85+,Female,White,2009.0,268.0,3256693.0,8.2
1493,Cervix Uteri,27010,85+,Female,White,2010.0,234.0,3337248.0,7.0
1494,Cervix Uteri,27010,85+,Female,White,2011.0,240.0,3393214.0,7.1
1495,Colon and Rectum,21041-21052,15-19,Female,White,1999.0,22.0,7040477.0,0.3
1496,Colon and Rectum,21041-21052,15-19,Female,White,2001.0,19.0,7241673.0,0.3
1497,Colon and Rectum,21041-21052,15-19,Female,White,2002.0,20.0,7337855.0,0.3
1498,Colon and Rectum,21041-21052,15-19,Female,White,2003.0,26.0,7699453.0,0.3
1499,Colon and Rectum,21041-21052,15-19,Female,White,2004.0,19.0,7933400.0,0.2
1500,Colon and Rectum,21041-21052,15-19,Female,White,2005.0,32.0,8035458.0,0.4
1501,Colon and Rectum,21041-21052,15-19,Female,White,2006.0,23.0,8123100.0,0.3
1502,Colon and Rectum,21041-21052,15-19,Female,White,2007.0,25.0,8186982.0,0.3
1503,Colon and Rectum,21041-21052,15-19,Female,White,2008.0,25.0,8206982.0,0.3
1504,Colon and Rectum,21041-21052,15-19,Female,White,2009.0,22.0,8177500.0,0.3
1505,Colon and Rectum,21041-21052,15-19,Female,White,2010.0,32.0,8086807.0,0.4
1506,Colon and Rectum,21041-21052,15-19,Female,White,2011.0,25.0,7903855.0,0.3
1507,Colon and Rectum,21041-21052,15-19,Male,White,2000.0,22.0,7741169.0,0.3
1508,Colon and Rectum,21041-21052,15-19,Male,White,2001.0,27.0,7759457.0,0.3
1509,Colon and Rectum,21041-21052,15-19,Male,White,2003.0,16.0,8228011.0,0.2
1510,Colon and Rectum,21041-21052,15-19,Male,White,2004.0,21.0,8462033.0,0.2
1511,Colon and Rectum,21041-21052,15-19,Male,White,2005.0,20.0,8560706.0,0.2
1512,Colon and Rectum,21041-21052,15-19,Male,White,2006.0,24.0,8641338.0,0.3
1513,Colon and Rectum,21041-21052,15-19,Male,White,2007.0,25.0,8694025.0,0.3
1514,Colon and Rectum,21041-21052,15-19,Male,White,2008.0,27.0,8705412.0,0.3
1515,Colon and Rectum,21041-21052,15-19,Male,White,2009.0,23.0,8660083.0,0.3
1516,Colon and Rectum,21041-21052,15-19,Male,White,2010.0,31.0,8560263.0,0.4
1517,Colon and Rectum,21041-21052,15-19,Male,White,2011.0,29.0,8383297.0,0.3
1518,Colon and Rectum,21041-21052,20-24,Female,White,1999.0,46.0,6515194.0,0.7
1519,Colon and Rectum,21041-21052,20-24,Female,White,2000.0,53.0,6832644.0,0.8
