"Cancer Sites"	"Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	289	44474	649.8
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	309	45921	672.9
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	313	47172	663.5
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	325	48911	664.5
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	304	50586	601.0
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	286	52632	543.4
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	321	54808	585.7
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	358	57475	622.9
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	284	59974	473.5
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	324	62965	514.6
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	299	66484	449.7
	"Prostate"	"28010"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	339	69414	488.4
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	233	31823	732.2
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	238	33338	713.9
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	248	34940	709.8
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	264	36367	725.9
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	246	37642	653.5
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	257	38685	664.3
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	230	40127	573.2
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	237	41331	573.4
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	232	42437	546.7
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	220	44081	499.1
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	236	45809	515.2
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	212	47914	442.5
	"Prostate"	"28010"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	221	50128	440.9
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	101	16987	594.6
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	112	18229	614.4
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	120	19806	605.9
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	147	21616	680.1
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	155	23566	657.7
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	125	25318	493.7
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	126	26712	471.7
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	114	27780	410.4
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	134	28828	464.8
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	122	29854	408.7
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	114	30698	371.4
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	100	32267	309.9
	"Prostate"	"28010"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	103	33878	304.0
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	66	11320	583.0
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	57	12154	469.0
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	71	12804	554.5
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	66	13760	479.7
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	72	14698	489.9
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	59	15795	373.5
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	75	17402	431.0
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	93	18666	498.2
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	75	20377	368.1
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	70	22185	315.5
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	60	23959	250.4
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	71	25858	274.6
	"Prostate"	"28010"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	70	27982	250.2
	"Testis"	"28020"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	17	208838	8.1
	"Urinary System"	"29010-29040"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	19	207936	9.1
	"Urinary System"	"29010-29040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	17	187346	9.1
	"Urinary System"	"29010-29040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	18	196142	9.2
	"Urinary System"	"29010-29040"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	21	202150	10.4
	"Urinary System"	"29010-29040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	19	143633	13.2
	"Urinary System"	"29010-29040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	24	162194	14.8
	"Urinary System"	"29010-29040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	16	166764	9.6
	"Urinary System"	"29010-29040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	29	175288	16.5
	"Urinary System"	"29010-29040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	26	179426	14.5
	"Urinary System"	"29010-29040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	22	184221	11.9
	"Urinary System"	"29010-29040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	22	188923	11.6
	"Urinary System"	"29010-29040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	21	191315	11.0
	"Urinary System"	"29010-29040"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	27	193721	13.9
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	20	177475	11.3
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	16	185718	8.6
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	21	199102	10.5
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	18	204127	8.8
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	19	209842	9.1
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	18	110628	16.3
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	17	119344	14.2
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	21	128279	16.4
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	22	134699	16.3
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	25	140759	17.8
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	41	146350	28.0
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	36	151481	23.8
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	34	157754	21.6
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	30	163279	18.4
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	34	169206	20.1
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	49	173659	28.2
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	37	178993	20.7
	"Urinary System"	"29010-29040"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	42	181703	23.1
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	16	120620	13.3
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	21	145918	14.4
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	20	164539	12.2
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	22	172317	12.8
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	20	179319	11.2
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	34	185549	18.3
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	25	193369	12.9
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	25	77120	32.4
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	22	81663	26.9
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	34	86399	39.4
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	29	94122	30.8
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	43	103324	41.6
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	42	112464	37.3
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	46	123149	37.4
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	48	131515	36.5
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	53	137545	38.5
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	66	143185	46.1
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	56	148550	37.7
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	61	153605	39.7
	"Urinary System"	"29010-29040"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	72	160159	45.0
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	19	89814	21.2
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	17	100097	17.0
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	22	105927	20.8
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	18	115343	15.6
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	33	126776	26.0
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	27	138712	19.5
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	28	151964	18.4
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	31	162841	19.0
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	40	62817	63.7
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	34	66246	51.3
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	40	69757	57.3
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	41	73361	55.9
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	46	76497	60.1
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	38	80261	47.3
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	50	84109	59.4
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	54	88707	60.9
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	40	96051	41.6
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	66	105192	62.7
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	67	114319	58.6
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	85	124922	68.0
	"Urinary System"	"29010-29040"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	85	132681	64.1
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	25	72197	34.6
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	17	75196	22.6
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	27	77593	34.8
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	19	79750	23.8
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	27	83168	32.5
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	30	86193	34.8
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	26	89990	28.9
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	39	93624	41.7
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	37	98971	37.4
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	30	104303	28.8
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	35	109850	31.9
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	41	51877	79.0
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	34	53510	63.5
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	32	56109	57.0
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	55	58999	93.2
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	61	61759	98.8
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	57	64747	88.0
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	63	68245	92.3
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	58	71143	81.5
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	73	74339	98.2
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	87	77497	112.3
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	56	81358	68.8
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	81	85188	95.1
	"Urinary System"	"29010-29040"	"65-69 years"	"65-69"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	79	89731	88.0
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	21	57699	36.4
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	21	60402	34.8
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	30	62472	48.0
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	29	64206	45.2
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	29	66530	43.6
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	30	68574	43.7
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	37	70516	52.5
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	31	72648	42.7
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	27	75476	35.8
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	34	78028	43.6
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	26	80139	32.4
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	26	83749	31.0
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	26	87230	29.8
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	57	42550	134.0
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	59	44474	132.7
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	54	45921	117.6
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	62	47172	131.4
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	52	48911	106.3
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	68	50586	134.4
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	54	52632	102.6
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	76	54808	138.7
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	91	57475	158.3
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	68	59974	113.4
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	66	62965	104.8
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	76	66484	114.3
	"Urinary System"	"29010-29040"	"70-74 years"	"70-74"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	69	69414	99.4
	"Urinary System"	"29010-29040"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"1999"	"1999"	18	40791	44.1
	"Urinary System"	"29010-29040"	"75-79 years"	"75-79"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	19	43636	43.5
